"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","deposit"
41,"entrepreneur","married","secondary","no",30,"no","no","cellular",30,"apr",460,1,-1,0,"unknown","yes"
28,"blue-collar","single","secondary","no",53,"yes","no","cellular",13,"may",93,1,-1,0,"unknown","no"
81,"retired","married","primary","no",243,"no","no","cellular",27,"oct",131,1,-1,0,"unknown","yes"
46,"blue-collar","married","secondary","no",536,"yes","no","unknown",15,"may",164,2,-1,0,"unknown","no"
35,"admin.","single","secondary","no",303,"no","no","cellular",24,"sep",173,2,190,10,"other","yes"
33,"admin.","married","secondary","no",82,"yes","no","cellular",25,"jul",735,1,-1,0,"unknown","yes"
34,"management","married","tertiary","no",3696,"no","no","cellular",8,"apr",758,2,160,5,"other","yes"
42,"admin.","married","secondary","no",534,"yes","no","unknown",16,"may",139,2,-1,0,"unknown","no"
62,"management","married","tertiary","no",3371,"no","no","cellular",25,"mar",187,1,178,2,"success","yes"
47,"blue-collar","married","primary","no",4227,"yes","no","cellular",13,"may",659,1,-1,0,"unknown","yes"
28,"management","single","tertiary","no",1287,"yes","no","cellular",26,"feb",65,1,-1,0,"unknown","yes"
26,"admin.","single","secondary","no",766,"no","no","cellular",15,"oct",457,2,-1,0,"unknown","yes"
73,"retired","married","tertiary","no",459,"no","no","cellular",17,"feb",281,1,-1,0,"unknown","yes"
39,"technician","single","secondary","no",1104,"no","no","cellular",7,"aug",395,2,-1,0,"unknown","yes"
31,"housemaid","single","primary","no",26965,"no","no","cellular",21,"apr",654,2,-1,0,"unknown","yes"
36,"services","single","unknown","no",281,"yes","no","unknown",16,"may",515,1,-1,0,"unknown","yes"
41,"admin.","married","secondary","no",0,"yes","no","cellular",17,"nov",595,2,-1,0,"unknown","no"
33,"blue-collar","married","secondary","no",-253,"yes","no","cellular",12,"may",89,3,-1,0,"unknown","no"
41,"self-employed","single","tertiary","no",0,"no","no","cellular",18,"nov",256,1,-1,0,"unknown","no"
75,"retired","married","primary","no",358,"no","no","cellular",17,"feb",364,11,-1,0,"unknown","yes"
32,"technician","single","secondary","no",287,"yes","no","unknown",21,"may",59,8,-1,0,"unknown","no"
32,"technician","single","tertiary","no",2684,"yes","no","cellular",18,"may",542,2,-1,0,"unknown","yes"
34,"blue-collar","married","primary","no",3,"yes","no","telephone",8,"may",26,1,-1,0,"unknown","no"
24,"management","single","tertiary","no",1030,"no","no","cellular",4,"mar",396,2,-1,0,"unknown","yes"
46,"admin.","married","secondary","no",3098,"yes","no","telephone",21,"nov",192,9,-1,0,"unknown","no"
48,"admin.","married","secondary","no",1131,"no","yes","cellular",8,"may",49,1,-1,0,"unknown","no"
34,"self-employed","single","tertiary","no",5462,"no","no","cellular",30,"apr",430,1,-1,0,"unknown","yes"
39,"services","single","secondary","no",91,"no","no","cellular",3,"sep",213,1,185,1,"success","yes"
31,"technician","single","tertiary","no",23,"no","no","cellular",25,"aug",121,3,-1,0,"unknown","no"
29,"management","married","tertiary","no",8103,"no","no","cellular",28,"may",473,3,-1,0,"unknown","yes"
38,"blue-collar","single","primary","no",947,"yes","no","cellular",12,"may",361,2,-1,0,"unknown","no"
26,"management","single","tertiary","no",1027,"no","no","cellular",23,"sep",744,1,-1,0,"unknown","yes"
34,"blue-collar","married","secondary","no",34,"no","no","cellular",30,"jan",379,1,-1,0,"unknown","no"
29,"blue-collar","married","secondary","no",339,"yes","no","cellular",15,"may",63,3,354,2,"failure","no"
56,"admin.","married","secondary","no",33,"no","yes","cellular",19,"nov",111,1,-1,0,"unknown","no"
25,"blue-collar","single","secondary","no",189,"no","yes","cellular",8,"jul",687,2,-1,0,"unknown","yes"
62,"retired","married","tertiary","no",2557,"yes","no","cellular",10,"nov",404,1,57,8,"success","yes"
26,"unemployed","single","tertiary","no",3511,"no","no","cellular",30,"apr",439,2,-1,0,"unknown","yes"
33,"management","married","tertiary","no",584,"yes","no","cellular",7,"aug",269,3,-1,0,"unknown","no"
31,"self-employed","married","primary","no",1074,"yes","no","unknown",23,"may",1438,2,-1,0,"unknown","no"
32,"services","single","secondary","no",2615,"no","no","cellular",19,"nov",853,1,-1,0,"unknown","yes"
49,"services","divorced","secondary","no",0,"no","no","cellular",28,"jul",412,2,-1,0,"unknown","yes"
25,"student","single","secondary","no",1608,"no","no","cellular",30,"apr",664,2,-1,0,"unknown","yes"
60,"blue-collar","married","secondary","no",0,"no","yes","unknown",5,"jun",124,1,-1,0,"unknown","no"
60,"housemaid","married","primary","no",352,"no","yes","unknown",17,"jun",81,2,-1,0,"unknown","no"
18,"student","single","unknown","no",348,"no","no","cellular",5,"may",443,4,-1,0,"unknown","yes"
58,"self-employed","married","tertiary","no",5810,"no","no","cellular",12,"mar",139,1,-1,0,"unknown","yes"
60,"retired","divorced","tertiary","no",381,"yes","no","cellular",17,"apr",208,2,344,4,"failure","no"
39,"technician","single","secondary","no",1022,"yes","no","unknown",20,"may",1410,2,-1,0,"unknown","yes"
46,"management","married","tertiary","no",699,"no","no","cellular",30,"apr",970,1,87,1,"failure","yes"
76,"retired","divorced","primary","no",2693,"no","no","cellular",21,"oct",107,2,-1,0,"unknown","yes"
63,"retired","divorced","primary","no",1840,"no","no","cellular",12,"mar",71,3,-1,0,"unknown","no"
26,"services","single","tertiary","no",12,"no","no","cellular",14,"jun",563,1,181,10,"failure","yes"
44,"blue-collar","married","primary","no",-101,"yes","no","cellular",15,"may",679,1,366,4,"failure","yes"
26,"technician","single","tertiary","no",192,"yes","no","unknown",15,"may",477,1,-1,0,"unknown","no"
31,"admin.","married","secondary","no",368,"yes","no","cellular",5,"may",414,5,361,3,"other","no"
45,"blue-collar","single","secondary","no",0,"yes","no","cellular",16,"oct",283,1,165,3,"failure","no"
37,"admin.","single","secondary","no",810,"yes","no","cellular",8,"apr",376,1,295,1,"failure","no"
36,"management","married","tertiary","no",8564,"yes","no","unknown",23,"may",125,1,-1,0,"unknown","no"
31,"admin.","single","tertiary","no",355,"yes","no","cellular",12,"may",609,1,-1,0,"unknown","yes"
43,"unemployed","married","primary","no",519,"no","no","unknown",20,"jun",973,2,-1,0,"unknown","yes"
39,"services","married","secondary","no",2758,"no","no","cellular",4,"feb",658,3,-1,0,"unknown","yes"
52,"technician","married","secondary","no",0,"no","no","cellular",2,"jun",541,3,-1,0,"unknown","yes"
37,"technician","married","secondary","no",432,"yes","no","cellular",6,"jul",386,3,776,55,"failure","yes"
39,"management","married","tertiary","no",839,"no","yes","cellular",11,"oct",365,2,774,11,"failure","no"
36,"services","married","secondary","no",380,"yes","no","unknown",20,"may",26,1,-1,0,"unknown","no"
36,"technician","single","secondary","no",1044,"yes","no","cellular",20,"aug",15,19,-1,0,"unknown","no"
47,"management","married","tertiary","no",682,"no","no","cellular",18,"aug",638,6,-1,0,"unknown","yes"
55,"management","divorced","tertiary","no",668,"no","no","cellular",28,"aug",25,6,-1,0,"unknown","no"
42,"technician","divorced","secondary","no",19,"no","no","cellular",20,"aug",875,4,-1,0,"unknown","yes"
45,"blue-collar","married","secondary","no",7895,"yes","no","cellular",4,"feb",872,1,-1,0,"unknown","yes"
58,"self-employed","married","tertiary","no",-364,"yes","no","unknown",5,"may",355,1,-1,0,"unknown","no"
55,"blue-collar","single","tertiary","no",325,"yes","no","unknown",8,"may",693,1,-1,0,"unknown","no"
36,"blue-collar","married","secondary","no",6699,"yes","no","cellular",20,"apr",201,3,-1,0,"unknown","no"
28,"management","single","secondary","no",1633,"no","no","cellular",5,"jun",275,1,-1,0,"unknown","yes"
58,"admin.","married","primary","no",879,"yes","no","unknown",16,"may",242,7,-1,0,"unknown","no"
47,"technician","divorced","secondary","no",157,"yes","no","cellular",25,"aug",163,8,-1,0,"unknown","no"
24,"blue-collar","single","secondary","no",1,"yes","no","cellular",11,"may",79,2,-1,0,"unknown","no"
40,"admin.","married","secondary","no",4775,"no","no","cellular",15,"sep",215,1,-1,0,"unknown","yes"
43,"services","married","secondary","no",122,"yes","no","cellular",5,"may",355,2,-1,0,"unknown","no"
82,"retired","married","primary","no",8603,"no","no","cellular",7,"jul",429,1,-1,0,"unknown","yes"
58,"housemaid","married","primary","no",435,"yes","no","telephone",28,"jul",122,6,-1,0,"unknown","no"
56,"management","divorced","tertiary","no",3287,"no","no","cellular",27,"apr",497,1,-1,0,"unknown","yes"
42,"blue-collar","single","primary","no",4930,"no","no","unknown",18,"jun",973,1,-1,0,"unknown","yes"
30,"technician","single","secondary","no",3096,"yes","no","cellular",11,"aug",272,4,-1,0,"unknown","no"
58,"blue-collar","married","secondary","no",3027,"yes","no","cellular",24,"apr",160,1,-1,0,"unknown","yes"
48,"blue-collar","married","secondary","no",48,"yes","yes","unknown",29,"may",144,1,-1,0,"unknown","no"
35,"management","single","tertiary","no",471,"no","no","cellular",5,"jun",276,2,-1,0,"unknown","yes"
32,"technician","single","tertiary","no",390,"yes","no","unknown",23,"may",85,1,-1,0,"unknown","no"
26,"blue-collar","single","secondary","no",-128,"no","yes","cellular",8,"jul",392,2,-1,0,"unknown","no"
42,"blue-collar","married","secondary","no",413,"yes","no","cellular",11,"feb",456,2,184,2,"success","yes"
58,"technician","married","secondary","no",4299,"yes","no","unknown",29,"may",348,3,-1,0,"unknown","no"
43,"admin.","married","secondary","no",315,"no","no","cellular",23,"jul",129,2,-1,0,"unknown","no"
38,"management","married","secondary","no",93,"no","no","unknown",3,"jul",515,2,-1,0,"unknown","no"
32,"technician","single","tertiary","no",1710,"yes","no","cellular",15,"may",439,1,175,3,"other","no"
43,"admin.","married","secondary","no",323,"yes","yes","cellular",12,"may",43,3,369,2,"failure","no"
63,"retired","married","secondary","no",1612,"no","no","telephone",17,"feb",233,2,-1,0,"unknown","yes"
60,"services","divorced","secondary","no",758,"no","no","cellular",3,"feb",282,1,-1,0,"unknown","no"
37,"admin.","married","secondary","no",1314,"yes","no","cellular",12,"feb",118,4,210,3,"failure","yes"
34,"management","married","tertiary","no",250,"no","no","cellular",9,"dec",787,1,188,8,"other","no"
32,"admin.","married","secondary","no",20011,"no","no","cellular",20,"apr",234,1,-1,0,"unknown","no"
30,"blue-collar","married","secondary","no",-529,"yes","no","cellular",12,"may",416,4,-1,0,"unknown","no"
46,"technician","married","unknown","no",3308,"no","no","cellular",28,"jul",219,2,-1,0,"unknown","yes"
43,"management","married","tertiary","no",-391,"yes","no","cellular",28,"jul",193,8,-1,0,"unknown","no"
40,"blue-collar","married","secondary","no",2158,"no","no","cellular",10,"jul",277,1,-1,0,"unknown","no"
31,"student","single","tertiary","no",4951,"no","no","cellular",17,"sep",285,3,81,3,"failure","yes"
52,"management","married","tertiary","no",1158,"no","no","cellular",27,"aug",57,4,-1,0,"unknown","no"
27,"technician","single","tertiary","no",-67,"yes","no","cellular",6,"apr",604,3,236,2,"failure","yes"
28,"management","single","tertiary","no",437,"no","no","cellular",5,"may",338,1,-1,0,"unknown","yes"
59,"technician","married","secondary","no",1,"no","no","cellular",14,"oct",585,1,182,5,"success","yes"
41,"technician","single","tertiary","no",145,"no","no","cellular",22,"jul",1833,2,-1,0,"unknown","yes"
30,"admin.","single","secondary","no",255,"no","no","cellular",27,"jan",143,1,-1,0,"unknown","yes"
30,"admin.","divorced","primary","no",1032,"yes","no","unknown",29,"may",52,5,-1,0,"unknown","no"
60,"retired","married","primary","no",414,"no","no","unknown",8,"may",395,1,-1,0,"unknown","no"
31,"unemployed","married","secondary","no",20,"no","no","telephone",18,"nov",52,1,-1,0,"unknown","no"
35,"technician","married","secondary","no",0,"yes","no","cellular",9,"nov",524,1,96,5,"success","yes"
39,"management","married","tertiary","no",937,"no","no","cellular",16,"apr",144,4,-1,0,"unknown","yes"
47,"technician","married","tertiary","yes",-813,"yes","yes","unknown",16,"jun",179,25,-1,0,"unknown","no"
30,"technician","single","secondary","no",120,"yes","no","cellular",18,"may",74,1,-1,0,"unknown","no"
51,"retired","married","primary","no",67,"no","no","unknown",18,"jun",835,1,-1,0,"unknown","yes"
34,"admin.","married","secondary","no",0,"yes","no","cellular",9,"feb",30,4,-1,0,"unknown","no"
29,"blue-collar","single","secondary","no",2891,"yes","no","cellular",7,"may",293,1,-1,0,"unknown","no"
73,"retired","single","secondary","no",1050,"no","no","cellular",4,"mar",562,3,181,2,"failure","yes"
34,"management","married","tertiary","no",123,"no","no","cellular",3,"feb",301,3,-1,0,"unknown","yes"
40,"technician","married","secondary","no",214,"no","no","cellular",25,"aug",59,6,-1,0,"unknown","no"
29,"services","married","secondary","no",57,"yes","no","telephone",21,"jul",342,9,-1,0,"unknown","no"
42,"technician","married","tertiary","no",446,"no","no","cellular",6,"aug",286,3,-1,0,"unknown","no"
30,"management","married","tertiary","no",1390,"no","no","cellular",20,"aug",552,4,-1,0,"unknown","no"
49,"blue-collar","married","primary","no",230,"no","yes","unknown",30,"jun",176,1,-1,0,"unknown","no"
33,"technician","single","tertiary","no",0,"yes","no","cellular",21,"nov",654,1,-1,0,"unknown","yes"
33,"blue-collar","married","secondary","no",202,"yes","no","cellular",17,"apr",377,1,-1,0,"unknown","no"
45,"admin.","married","secondary","no",25,"yes","no","unknown",28,"may",82,4,-1,0,"unknown","no"
35,"management","single","tertiary","no",2646,"no","no","cellular",13,"oct",221,1,182,1,"success","yes"
56,"services","married","secondary","no",530,"yes","no","unknown",20,"may",51,7,-1,0,"unknown","no"
44,"management","married","tertiary","no",423,"no","no","cellular",12,"mar",2330,5,-1,0,"unknown","yes"
52,"management","married","unknown","no",2240,"yes","no","unknown",13,"may",845,1,-1,0,"unknown","yes"
57,"management","married","tertiary","no",256,"no","no","cellular",6,"mar",227,1,-1,0,"unknown","yes"
41,"entrepreneur","married","tertiary","no",306,"yes","no","unknown",20,"jun",102,3,-1,0,"unknown","no"
33,"blue-collar","single","primary","yes",-15,"no","yes","cellular",7,"jul",326,2,-1,0,"unknown","no"
25,"technician","married","tertiary","no",839,"yes","no","cellular",18,"may",700,3,-1,0,"unknown","yes"
41,"technician","single","tertiary","no",1646,"yes","no","cellular",4,"feb",261,1,184,6,"success","yes"
55,"retired","married","primary","no",2,"no","no","unknown",27,"jun",392,4,-1,0,"unknown","no"
37,"management","married","tertiary","no",1594,"yes","no","cellular",17,"apr",110,1,260,5,"failure","no"
46,"management","divorced","tertiary","no",624,"no","no","cellular",17,"sep",336,2,183,2,"success","yes"
32,"management","married","tertiary","no",4733,"no","no","cellular",30,"apr",532,1,-1,0,"unknown","yes"
44,"blue-collar","married","secondary","no",776,"yes","no","unknown",29,"may",306,1,-1,0,"unknown","no"
31,"management","married","tertiary","no",477,"yes","no","cellular",21,"nov",77,5,-1,0,"unknown","no"
28,"self-employed","single","tertiary","no",2503,"no","no","cellular",25,"may",426,1,-1,0,"unknown","yes"
39,"blue-collar","married","primary","no",867,"yes","no","unknown",7,"may",481,1,-1,0,"unknown","no"
57,"technician","married","secondary","no",458,"no","yes","cellular",15,"jul",177,3,-1,0,"unknown","no"
47,"management","married","tertiary","no",3505,"no","no","cellular",17,"nov",434,2,-1,0,"unknown","yes"
40,"management","married","secondary","no",4396,"no","no","cellular",12,"aug",432,3,-1,0,"unknown","yes"
27,"services","married","secondary","no",1,"no","no","cellular",29,"jan",528,3,-1,0,"unknown","no"
53,"retired","married","secondary","no",4968,"no","no","cellular",6,"may",109,1,87,2,"failure","no"
71,"retired","married","tertiary","no",653,"no","no","telephone",3,"sep",471,1,189,1,"success","yes"
30,"management","married","tertiary","no",1996,"no","no","cellular",8,"feb",1133,3,101,1,"other","yes"
39,"blue-collar","married","secondary","no",0,"yes","no","unknown",6,"may",262,1,-1,0,"unknown","no"
45,"admin.","divorced","secondary","no",0,"yes","no","cellular",17,"nov",102,1,-1,0,"unknown","no"
43,"management","married","tertiary","no",1258,"no","no","unknown",20,"oct",312,1,-1,0,"unknown","yes"
49,"blue-collar","married","primary","no",128,"no","no","cellular",12,"aug",696,2,-1,0,"unknown","yes"
39,"blue-collar","married","primary","no",34,"yes","no","unknown",27,"may",114,1,-1,0,"unknown","no"
39,"services","married","secondary","no",1179,"no","no","cellular",25,"may",284,1,-1,0,"unknown","yes"
